###category: vlieglessen###
Holland Evenementen Groep;Hole in the wall,Regilio Tuur muur,Freefall,Paintball,Survival & Stormbaan,Sumowrostelen,Quadrijden,Discgolf,Teambuilding spelen,Mountainbiken,Oud Hollandsche spelen,Vlotbouwen en varen,Landrover behendigheidsparcours,Casino spelen,Stepcircuit,Kookclinic,Quizen,Zandsculpturen,GPS tocht,Themafeest Club Havana Night;Zoelensestraatje 3 4011 LT Zoelen;http://www.hollandevenementengroep.nl;0344-626960
Events4Business;"Beautyworkshop,Bonbonworkshop,Capoeiraworkshop,Cocktaikworkshop,Creatieve workshops,Culturele workshops,Dansworkshop,Dansworkshop op maat/dansimprovisatie,Flamencoworkshop,Golfworkshop/golfclinic,Kookworkshop,Percussieworkshop,Salsaworkshop,Schermworkshop,Schilderworkshop,Tapasworkshop,Theatersportworkshop,Tropical workshop,Wellness workshop,Workshop sieraden maken,Workshop teambuilding,Workshop wijnproeven,Workshop ""weer"" eens wat anders,Workshop op maat,workshop zumba,4x4 rijden,Abseilen,Bergbeklimmen,Blokarten/Strandzeilen,Boerengolf,Boogschieten,GPS-tocht,Karten,Kitesurfen,Ongevalsimulator,Paintball,Pitch & Putt,Quadrijden,Rijden in een Ferrari, Porsche, Corvette of Lamborghini,Salsareizen,Sumoworstelen,Themafeest,Tokkelen";Willem Klooslaan 17 2273 TX Voorburg;http://www.events4business.nl;070-3881441
Teambuilder;Challenge parcours,Teambuilding,Boog- en blaaspijpschieten,The Hunt,GPS Teamworkhike,Kajakken,Vlot bouwen en varen,Nordic Walking,Oriëntatielopen,Mountainbiken,Paintball,Workshop salsa,Workshop Nordic Walking,Kookworkshop,Yoga workshop,Boottochten;Coelhorststraat 2 1333 ZD Almere;http://www.teambuilder.nl;036-5370011
Restaurant/Partycentrum Klein Zwitserland;Kickbike en kanotocht,Activiteiten middag: vlottenbouwen-boogschieten-kratstapelen,Highlandgames,Paintball,Praam zeilen,Zeskamp,Fierljeppen,Skûtsjesilen,Oud Hollandse Familiemiddag,Rodizio grillen,Themafeest The Great Pianoshow,Themafeest Live on Tour,Themafeest Bourgondische avond,Themafeest Carribisch Piratenfeest,Themafeest Back to the 70-thies met swingpaleis,Themafeest Back to the 80-thies,Themafeest Drive inn show + live zanger,Themafeest Oud Hollandsch,Themafeest Caribean dance party,Themafeest Het tranendal,Themafeest Malibu beach party,Themafeest De omgekeerde wereld,Themafeest Fright night party,Themafeest Maffiafeest,Themafeest Diner Monte Carlo,Themafeest Alvestêdetocht,Themafeest Moorddiner,Zeilen,Wandelen,Fietsen;Solcamastraat 30 9262 ND Suameer;http://www.partycentrum-friesland.nl;0511-461385
Westernboerderij De Baerle;Westernparty,GPS tocht,Paintball,Steptocht,Zeskamp;Baarleweg 4 6941 RD Didam;http://www.westernboerderij.nl;0316-341495
Paintball The Safety Zone;Paintball arrangementen;Rotterdamseweg tov 418 2629 HH Delft;http://www.paintball.nl;06-29290439
Strike Paintball;Paintballen;Zoetendaal 10 5446PW Wanroij;http://www.strikepaintball.nl;06-52628620
Fort de Hel;"Bezoek Fort De Hel,Arrangement ""It's a Hell of a day"",Arrangement ""Moordspel/ CSI"",Arrangement ""Picasso"",Arrangement ""Robin Hood"",Fort de Hel Thema Avond";Helsedijk 85 4797 SJ Willemstad;http://www.youtube.com/watch?v=1ehKkmTaeUI;0168-472380
Paintball De Naaldhof;Paintball;Docfalaan 22 5342 LD Oss;http://www.paintballdenaaldhof.nl;0412-622129
One Events;Boogschieten,Luchtbuksschieten,Disc Golf,Kolonisten van Catan,LaserShot,Spelsterrenslag,Sport & Spel,Teambuilding,Drakenboot Varen,Workshop Afrikaans dansen,Workshop agressie beheersen,Workshop boksen en weerbaarheid,Workshop BonBons maken,Workshop boogschieten,Workshop cocktails maken,Workshop Glasblazen,Workshop Graffiti,Workshop koken,Workshop maskers maken,Workshop mozaieken,Workshop percussie,Workshop salsa,Workshop schermen,Workshop schilderen,Workshop sieraden maken,Workshop sigaren maken,Workshop Tai Chi,Workshop Valkenieren,IJszeskamp,Voetbal Spelletjes,Paintballen;Drostlaan 20 4147 GB Asperen;http://www.one-events.nl;0345-633819
Kampeerboerderij 't Uilenest;Boerenpaintball,Paintball voor kids,Boerenvoetgolf,Speurtochten,Levende bordspelen,Bosspelen;Gijzenrooi 7 5661 PA Geldrop;http://www.het-uilenest.nl;06-55858822
Avontuur in Arcen;Jeep safari,Buggytochten,Paintballen,Snorscooter tocht;Maasstraat 117 5944 CC Arcen;http://www.avontuurinarcen.nl;077-4623622
Paintball Power;Indoor paintball,Tennis & Squash,Poolen & Darten;Rijsbosch 3 4112 MB Beusichem;http://www.paintballpower.nl;06-30435006
RondjeRegio;GPS-Puzzel speurtocht,Kloten in Amsterdam,De Bierfiets,Boerenverstand! Da's leuk!,De midzomer Weekend Rondvaart,Solexrijden,Kookworkshop,BBQ Boot,De ultieme Westfriese kroegensport tour,Paardentram West-Friesland,Workshop met of Zonder panne! (alleen voor de dames!),Fryske dúmkes (koekjes) bakken in Stavoren ,Fietsverhuur Stavoren,Imkertoppers: verbazend leuk om het te weten,Boerengolf,De Partytram,Leuke stadswandeling door Stavoren,Hooivorkdarten,Lekker Varen!,Pijl en Boog schieten,De Heineken Experience!,Franse Proeverijen,Stadswandeling Amsterdam,Get the picture!,Kloten in de stad,Jordaantour Amsterdam,Afrikaanse Percussieworkshops Noord-Holland,Wandeling Jordaanse trots,Wandeling Rosse Buurt,Ligfietsverhuur,Fiets Fantastico Enkhuizen,Fluisterbootverhuur,Only ladies, only man can bake-workshop,Taartworkshop in Medemblik,Kaasmaken,Klompen graveren (vanaf 12 jaar),Bodypainting,Jordaanse Pokerworkshop,Bar Crawl Amsterdam,Paintball Amsterdam,High Tea in Volendam,Klompen decoreren,Mozaïeken,Boot-en-bus Arrangement,Pimpen,High Tea de luxe,Amsterdamse Cocktailworkshop,Wipe-Uitje,Schiet introductie Amsterdam,Klompen maken (vanaf 16 jaar),Kookworkshop,Kookworkshop ‘Koken met oma’,Naaktmodel tekenen in Amsterdam,Graffiti workshop,Schilderworkshops nabij Vondelpark,Volendamse mix,Chocoladeworkshop i.c.m. Kloten in de Jordaan,Bananenbar uitje!,Paintball & quad rijden,Stadse fratsen,Amsterdamse Avond (Topper!),Skûtsjesilen in Stavoren–Friesland,Touren met USA-bus,Friese Kroegen elfstedentocht,De stoomtram-date,Varen in A’dam,De smartlappen / cd opname,De Bierfiets Amsterdam (special);Ganker 4B 1654 JH Benningbroek;http://www.rondjeregio.nl;0229-574735
Actief Events;Alkmaarse Smartlappen Tour,LachWorkshop - Lunch - GPS Speurtocht Alkmaar,Lunch - Borrel - Alkmaar,Lunch - Steptocht - Cocktail Workshop Alkmaar,Wie is de rat arrangement Alkmaar,Actief Events' Moeras Safari,Boerengolf dag,Fietsrally Amsterdam,Jordaan Tour - Pannenkoek - Canal Bike Race,Lachworkshop - Lunch - GPS Speurtocht Amsterdam,Amsterdam Express,Steptocht - Cocktailworkshop,The Target - Borrel Amsterdam,Scooterrally Speurtocht Amsterdam,Stoere mannendag Amsterdam,Strijd op de Wallen - Kroegenspeurtocht AMsterdam,Wie is de rat Arrangement Amsterdam,Haarlemse Smartlappentour,Lachworkshop - GPS Speurtocht Haarlem,Haarlem Express,Steptocht - Cocktail Workshop Haarlem,Wie is de rat Arrangement Haarlem,Beachvolleybal - Crazy 88,Dagje Sportief Uitwaaien - Strandactiviteiten,Wie is de rat arrangement Strand,Ik hou van Holland diner Alkmaar,Crazy 88 Diner Alkmaar,Crazy dinner Alkmaar,Hitquiz Popdiner Alkmaar,Macaber Diner Alkmaar,Magic Dinnershow Alkmaar,Walking Dinner tour Alkmaar,Amsterdam pokeravond,Crazy 88 diner Amsterdam,Dinnertour Amsterdam,Hitquiz popdinner Amsterdam,Kroegenspeurtocht Amsterdam,Macaber Amsterdam Dungeon,Magic Dinnershow Amsterdam,Tapas tour Amsterdam,Crazy 88 diner Haarlem,Crazy dinner game Haarlem,Hitquiz popdiner Haarlem,Ik hou van Holland Diner Haarlem,Macaber Diner Haarlem,Magic Dinnershow Haarlem,Tapas tour Haarlem,Walking dinner tour Haarlem,Ik hou van Holland Beach dinner,Sex on the beach Cocktailworkshop - Party,Alkmaar Express,Culinaire Fotopuzzeltocht Alkmaar,GPS step challenge Alkmaar,Kroegenspeurtocht Alkmaar,Old Alkmaar Speurtocht,Oud Hollandsche Spelen Alkmaar,Ranking the stars Alkmaar,Culinaire Fotopuzzeltocht Amsterdam,GPS Fietspuzzeltocht Amsterdam,Puzzeltocht Artis Amsterdam,Actief Events Quizzz Haarlem,Culinaire Fotopuzzeltocht Haarlem,GPS Steppuzzeltocht Haarlem,Kroegenspeurtocht Haarlem,Old Haarlem Speurtocht,Oud Hollandsche Spelen Haarlem,Ranking the stars Haarlem,Beach Quiz,Beach Survival Games Zandvoort,GPS Duintocht,GPS Fietspuzzeltocht Duinen,GPS Steptocht Duinen,Klootschieten Noord Holland,Popquiz a Gogo on the beach,Ranking the sun beachparty,Strandrugby,Strandvoetbal,Blokarten,Brandingkanoën,Discogolf Frisbee,Duingolf,Golfsurfen,Kitebuggyen op het strand,Kitesurfen,Landboarden Strand Events,Landsurfen,Powerkiten in Noord Holland,Raften,Stand Up Paddle Surfen,Strandgolf,Zandsculpturen bouwen,Tiger Woods Golf Experience Workshop,Kookworkshop,Videoclip maken/opnemen,Paintballen,Quad rijden,Outdoor klimmen,Workshop Schermen,Bonbon Workshop,High Tea Workshop,Salsa dansen,Wijnproeven,Workshop Boogschieten,Workshop Capoeira,Workshop Maculelé Stokkendans,Borrelvaart,Dinnerboot,Floating Dinner Tour,High Tea Rondvaart,Kabbelen & babbelen Sloepvaren,Lunchboot,Grachtenvaart,Tapasboot,Verborgen Amsterdam Tour,Candlelight Cruise,Rescue-Run Scheveningen,Fietstocht,Rondleiding Alkmaar,Op stap met een oud agent,Rondleiding Amsterdam,Haarlemse hofjes Hoppen,Après Ski,Casino Party,Discoparty,Feest op maat,Hip & Trendy Party,Karaoke Party,Letterparty,Pimp & Ho Party,Dance Classic Party;Damrak 44 - 1a 1012 LK Amsterdam;http://www.youtube.com/watch?v=8oUT1luYd5I&feature=player_embedded;020 - 4288124
XL Adventure and Events;Blaaspijp schieten,Boogschieten,Bootcamp,Discgolf,Keistadgolf,Laser Combat,Luchtbuksschieten,Paintball,Schietarrangement,Balkenladder,Begeleide Kanotochten,Dropping,Forestrun,Hide & Seek,Hoogteparcours Baarn,Kano en steparrangement,Kanoën,Klimmen,Mobiele klimwand,Mountainbike Clinic,Moutainbiken,Oriëntatieloop of kompasroute,Primitief kamperen,Primitief koken,Ruigenhoekchallenge,Vlot bouwen en vlot varen,Vlottenexpeditie Gold Quest,GPS Bierwandeling Amersfoort,GPS Challenge tocht,GPS Huifkar dropping,GPS Kanovaren,GPS Mountainbiken,GPS Paaseieren zoeken,GPS Stadswandeling,GPS tocht Kamp Amersfoort,GPS Treasurehunt,GPS Treasurehunt,GPS Xperience,GPS-route,Xpeditie Ruigenhoek,Asterix en Obelix Olympische spelen,Beach-volley,Boerengolf,Bungee run,Duiken,Klootschieten,Krat stapelen,Levend stratego,Opblaasactiviteiten,Schotse Spelen,Steppen,Voetvolley,Waterspelen,Western games,Zeskamp,Bamboestieken,Blind parcours,Building a bridge,Chinese Muur,De lepel,De speeltuin,De Stellage,Geblinddoekt boogschieten,Giraf arrangement,Gold Quest,Het Magische Vierkant,Het moeras,Katapult bouwen,Lakenspel,Maria Mysterie,Mijnenveld,Reuzen Jenga,Reuzen Mikado,Reuzen Tangram,Rock & Roll,Ski-lopen,Spinnenweb,Stormbaan,Teambuilding parcours,Teamschilderen,Toren van Hanoi,Touwtrekken,Valleichallenge,Wie is de Ranger?,Drumworkshop,High tea of Bonbons workshop,Kookworkshop,Solexverhuur,Stadstour per step,Robin Hood feest,Skiën,Snowboarden,Speleoboxen,Zwarte Pieten school;Chromiumweg 119 3812 NM Amersfoort;http://www.xladventure.nl/;033 - 4690667
###category: lasergamen###
HappyDays;Bowlen,Lasergamen,Karten;Industrieweg 48a 1613 KV Grootebroek;http://www.happydays-nh.nl/;0228-521113
Attractiecentrum Zoetermeer;Karten,Lasergamen,Bungee Soccer,Sumo Worstelen,Mission Possible,Squash,Kruisboogschieten,Laser Shot,Quize Master;Wattstraat 20 2723 RC Zoetermeer;http://www.attractiecentrum.nl/;079-3426226
Buggyrit 't Gooi;Buggy Huren,Funny Voetbal,Gladiator Fight,GPS Steptocht,Kruisboogschieten,Lasercombat,Lasergame,Lasershot,Lasersquash,Levend tafelvoetbal,Spijkerbroek Hangen,Sumo Worstelen,Survival Baan,Wipe Out Ball,Zeskamp;Industrieweg 12 1231 KH Nieuw Loosdrecht;http://www.buggyrit.nl www.paintball-centrum.nl;035 5828000
Coronel karten/lasergamen;Karten,Lasergamen,Minibiken;Postbus 387 1270 AJ Huizen;http://www.coronel.nl;+31 35-526 50 53
Gotcha Outdoor Lasergames;Lasergamen,Alphen - Lasergamen,Velsen-Zuid - Lasergamen,Ede - Lasergamen,Bilthoven - Lasergamen,Oudleusen - Lasergamen,Lettele - Lasergamen,Wijchen - Lasergamen,Woudenberg - Lasergamen;diverse locaties in Nederland;http://www.gotcha.nu/;0900-123 4682
Hippo kart & party centre;Karten,Lasergamen,Bowlen,Kinder Lasergame;Molenveld 5 1777 HN Hippolytushoef;http://www.hippokart.nl;0227-591212
Intersphere Lasergames;Lasergamen;Prins Hendrikkade 194 1011 TD Amsterdam;http://www.lasergames.nl/intersphere;020-6224809
Kano & Outdoor Centrum Valkenswaard;Electric Step Fun,CSI,Route D'amour Fietstocht,Prison Break,Challenge Parcours,Laser Combat,Laser - Challenge,James Bond,Indiana Jones,GPS Tocht,Fungolf,Solex Rijden,Go Karten,Workshop Bonbons Maken,Kanoen,Burton Classic Rally,Auto Rally,Disc Golf,Kickbike Steppen;Leenderweg 190 5555 CJ Valkenswaard;http://www.kano-outdoor.nl;040-2075841
Lasergame Het Gooi;Lasergamen;Industrieweg 12 Loosdrecht;http://www.lasergame.nl;035-5828000
OUT-FIT West;Dagtocht Wintersport,Lasergamen,Kanotocht,Kompasorientatie,Golfclinic,Zeilen;Grote Haarsekade 26 4204 VH Gorinchem;http://www.outfit-west.nl;0183 - 564284
SOS Events;Helikopter dropping,Nachtelijke dropping,GPS Dropping,Drop, fly & drive,Limodropping,Clinic handboogschieten,Laser kleiduifschieten,Clinic luchtbuksschieten,Klootschieten;Garderenseweg 134-136 3888 LD Uddel;http://www.dropping.nl/;0577-401506
Target Groningen;Indoor Lasergame,Outdoor Lasergame;Oosterkade 6 9711 RS Groningen;http://www.targetlasergame.nl;050-3144120
Traxx Party- en Kartcentrum;Karten,Lasergamen,Sumoworstelen,Fear Factor,ATB tocht,GPS tocht,Karaoke,Working Crew,Pubquiz,Laserpoint Shooting,Minibiken,City Game,Ligfietstocht,The Golden Nugget Casino;Vluchtoord 46 5406 XP  Uden;http://www.traxx.nl/;0413-337711
Taurus World;Laser Adventure,Cosmic Bowling,Tropical Party House;Rijksweg 181 5941AD Velden;http://www.taurusworld.nl;077-4722274
Bussloo Evenementenbureau;Bussloo - Kanoverhuur,Bussloo - Waterfietsverhuur,Bussloo - Zeilbootverhuur,Bussloo - Surfplankverhuur,Bussloo - Stepverhuur,Bussloo - Laser-kleiduifschieten,Bussloo - GPS tocht,Bussloo - Klootschieten,Bussloo - Fietstochten,Bussloo - Handboogschieten,Bussloo - Vlotbouwen,Bussloo - Zeskamp,Bussloo - ATB tocht,Bussloo - Workshop duikintro,Bussloo - Workshop GPS navigatie,Bussloo - Zeilclinic,Bussloo - Percussieworkshop,Bussloo - Workshop mountainbiken,Bussloo - Workshop Nordic Walking;Zutphensestraatweg 15 6956 AA Spankeren‎;http://www.evenementenbussloo.nl;0313-413919‎
The Talent Factory;Salsa Workshop,Tapas Workshop,Schermen Workshop,Parfum Maken,Massage Workshop,Capoeira Workshop,Leren Rappen,Cocktails Maken,Sumoworstelen,Indoor Lasergamen,Graffiti Spuiten,Fietstocht,Poker Workshop,Skate Workshop,Fotografie Workshop,Sieraden Maken,Reiki Workshop,Ontdekkingstocht,Chocolaatjes Maken,Workshop ijsgebakjes bonbons knutselen;Buitendijk 2 5211 WJ Den Bosch;http://www.talentfactorydenbosch.nl/;073-6125777
Fun Center Kart;Karten,Lasergames,Slotrace,Spaceball,Rodeo Bull,Sumo Worstelen,Levend Tafelvoetbal,Boxen XXL,Gladiatorgevecht,Giant Dart,Kussengevecht,Boogschieten,Human Bowling,Take It Easy,Schietsalon;Maatlat 2 1906 BL Limmen;http://www.kartworld.nl;072-5053920
Indoor Kart & Partycentre Dordrecht;Karten,Lasergamen,Pitstopcompetitie,Slotracen;Baanhoekweg 1A 3313 LA Dordrecht;http://www.go-kart-in.nl;078-6166164
Pulsar Kartbaan Leeuwarden;Karten,Lasergamen,Robox Boxen;Celsiusweg 28a-30 8912 Leeuwarden;http://www.kartbaan-leeuwarden.nl;058-2134722
Indoor Karting Hoogeveen;Karten,Lasergamen;Marconistraat 14a 7903AG Hoogeveen;http://www.kartinghoogeveen.nl;0528-233320
Indoor Kartracing Veendam;Karten,Sumo Worstelen,Lasergamen,Waterskiën;Zwaaikom 16 9641 KV Veendam;http://www.indoorkartracing.nl;0598-632222
Speedworld Kart- en Lasercenter;Karten,Lasergamen,Minibikes,Sumoworstelen;Brink Oostzijde 12a 9471AE Zuidlaren;http://www.speedworldemmen.nl;0591-652222
Eetcafé de Lepelaar;Pizza bakken,BBQ-en,Steengrillen,Speeltuin,Steenenkruistocht motorroute,GPS-spel Mysterie van het Stenenkruis op de Eikelhof,Oriëntatiewandeltochten,Schietbaan,Klootschieten,Handboogschieten,Vogelschieten,Nordic Walking Introductieles,Huifkartocht,Outdoor Lasergame,Casino spelen;Boxergerweg 31 8121PS Eikelhof;http://www.delepelaar.eu;0570-591791
Lasergame Rotterdam;Lasergame Rotterdam;Parkhaven 9 Rotterdam;http://www.lasergamerotterdam.nl;010-4362133
Go Kart In;Karten,Lasergamen,Slotracen,Pitstopcompetitie;Baanhoekweg 1 A 3313 LA Dordrecht‎;http://www.go-kart-in.nl/;078-6166164
't Campvelt;Survival Adventure,GPS-Laser-Hunt,GPS-Treasure-Hunt,Lasergamen;Verlengde Haerderweg 21-29 8085 RJ Doornspijk;http://www.campvelt.com;0525-662264
Evenementenlocatie Inn Style;Parfum Maken,Tai Chi,Fitcheck,Stoelmassage,Gezichtsgymnastiek,Vuurlopen,Handlezen,Lichaamstaal,Boogschieten,Percussie,Salsadansen,Discgolf,Jongleren,Klootschieten,Pokeren,Goochelen,Bonbons maken,Tapas maken,Sushi maken,Cocktail shaken,Koffieproeverij,Likeurproeverij,Oesterproeverij,Wijnproeverij,Schilderen,Pottenbakken,Graffiti,Mozaïek,Karikatuur Tekenen,Ikebana,Vliegers maken,Scrapbook maken,Quad Rijden,Golf Afslaan,Ligfietsen,Duiken,Drakenboot Varen,Schermen,Lasergamen,Klimmen,Dress to Impress,Model voor één dag,Pimp je collega,Visagie,Sieraden maken,Fotografie,Hairstyling,Moodboard maken,Six Senses,Elements Of Life;Herenweg 55 3602 AN Maarssen;http://www.innstyle.nl;030-2612540
Laser Sensation;Lasergamen;Hoofdstraat 165 Apeldoorn;http://www.lasersensation.nl/;055-5217640
Partycentrum Doetinchem;Lasergamen,Bowlen,Maffia Avond,Tiroler Avond,Casino Avond,Sumo Worstelen,Poker Avond;Korte Kapoeniestraat 6a 7001 CA Doetinchem;http://www.partycentrum-doetinchem.nl/;0314-380929
Lot66;Karten,Duo-Kart,Klimmen,Lasergamen,Solex Rijden,Sumo Worstelen,Shooting Simulator,Zumba Workshop,Djembe Workshop,Line Dance Workshop,Percussie Workshop,Salsa Workshop,Workshop Schermen,Segway Rijden,GPS-tocht Brons,GPS-tocht Zilver,Steptocht,Kanotocht;Mijkenbroek 27 4824 AA Breda;http://www.lot66.nl/;076-5439365
LaserQuest Eindhoven;Lasergamen;Oude Stadsgracht 15 5611 DD Eindhoven;http://www.lqehv.nl/;040-2443131
De Vest Indoor Kart & Laserfun Valkenswaard;Indoor Karten,Lasergamen;De Vest 12 5555 XL Valkenswaard;http://www.indoorkartingvalkenswaard.nl/;040-2075040
LaserQuest Nijmegen;Lasergamen,Lasersquash,Glowgolfen - Mystic Golf;Ziekerstraat 3 6511 LD Nijmegen;http://www.laserquestnijmegen.nl/;024-3601644
Adventure World of Taurus;Lasergamen,Bowlen;Rijksweg 181 5941 AD Velden;http://www.taurusworld.nl/;077-4722274
LaserQuest / De Tapperij;Lasergamen en poolcentrum;Pastoriestraat 33 7551 DJ Hengelo;http://www.laserquesthengelo.nl;074-2504204
Center Parcs De Eemhof;Aqua Mundo,Flow Rider,Sauna/Turks stoombad,Duiken,Ola Waterspelen,Babyzwemmen,PlayStation Game Cottage,Action Factory,Golf / Pitch & Putt,Kids4Tennis,Racketsporten,Sporttoernooien,Themabowlen,Midgetgolfen,House of Games,Boogschieten,Wildwaterraften,Zip Wire,Mountainbiken,Lasersquash,Nordic Walking,Cinema,Mystery Mission,Klimparcours Via Ferrata,Kinderentertainment,Kinderboerderij;Slingerweg 1 3896LD Zeewolde;http://www.youtube.com/watch?v=Wtfkh26QBDc;0900-3333646
Lasergame Zeeland;Lasergamen;Haven 5 4493 BJ Kamperland;http://www.lasergame-zeeland.nl;0113-376302
Intersphere;Lasergamen;Maanderweg 12c 6711ND Ede;http://www.intersphere.nl;0318-612512
Partycentrum De Bolder;Bowling/Kegelen,Midgetgolf,Target Lasergame,Workshop Salsadansen,Workshop Schilderen,Workshop Creatief met bloemen (voorjaar, herfst en kerst),Workshop Mozaïek,Workshop Circus,Workshop Paaldansen,Workshop Splash Art Verfgooien,Shanty Workshop op Zeilschip,Workshop Zandsculpturen,Kinderfeestjes;Molenberg 13 9934CG Delfzijl;http://www.partycentrum-debolder.com;0596-610900
Lasertown Leeuwarden;Lasergamen;Snekertrekweg 39 8912 AA Leeuwarden;http://www.lasertown.nl;058-2120315
Paviljoen Appelbergen;Kinderspeurtocht,Highland Games,Kabouterschat zoektocht,Moordspel,Op dolle toeren,Ont-stress kliniek De vrolijke noot,Studentenfeesten,Barbecue,Boeren bosgolf,Picknick,Spokentocht,Outdoor Lasergamen;Hoge hereweg 33 9756 TG Glimmen;http://www.paviljoenappelbergen.nl;050-4061594
###category: klimmen-indoor###
Appelscha Outdoor;GPS tocht (lopen/fietsen/ATB),Klimmen,Puzzelexpeditie,Fiets-Kano-Fitets,Fiets-Kano-Fitets,ATB-tocht,Boogschieten,Mega kattenpultbouwen en schieten,Bruggen bouwen,Abseilen;Roggeberg 1 8426 GK Appelscha;http://www.appelscha-outdoor.nl;0516-431105
All Sports Resort Maurik;Quadrijden,Off Road Motorrijden,4x4 Rijden,Jetski,Beach Buggy,RIB Varen,Indiana Jones Experience,Vlotbouwen,Ropes Parcours,Swamp Experience,Klimmen,Everest Slide,Kanoen,Boogschieten,Paragliding,Speedboot Huren,Sloep Huren;Rijnbandijk 22c 4021 GH Maurik;http://www.allsportsresortmaurik.nl;0344-621191
Arque Klimcentrum;Klimcentrum;J.J. van Deinselaan 20 7541 BR Enschede;http://www.arque.nl;053-4340488
Ayers Rock;Boogschieten,Outdoor Hindernisbaan,Klimmen indoor,Klimmen Outdoor,Kanoen,Mountainbiking,Vlotbouwen,Klootschieten,Abseilen,Touwbanen Parcours,Bungeerun,Sumoworstelen,Mijnenveld,Wandelpuzzeltocht,Amazing Aboriginal Jump,Grottenparcours,Constructie Opdracht,Klimmen & Abseilen,Afrikaans Trommelen,Tai Chi Workshop,Didgeridoo Workshop,Aboriginal Schilderen;Buytenparklaan 14 2717 AX Zoetermeer;http://mrticket.cleafs.com/go?merc=533&aff=O7rIcnv0Tl5kFGS1&redirect=http%3A//www.mrticket.nl/aanbieders/Ayers_Rock-80.html;079-3230323
Brandsport wild river & adventure sports;Kayakken,Mountainbiking,Forest Rope Adventures,Rotsklimmen,Abseilen,Boogschieten,Bukschieten,Grottentocht,Bosrit te Paard,Thema Weekends;Mierchamps Village 15 B 6980 La Roche-en-Ardenne;http://www.brandsport.be;(0032)(0)84.411084
De Wilgenweard Nijverdal;Boogschieten,Speleologie,Kanoen,Vlot Bouwen,Sumo Worstelen,Navigatie Challenge,Mountainbiken,Solex Huren,Segway Huren,Bikestepper Huren,Step Huren,Boot Huren,Abseilen,Tokkelen,Touwbaan,Klimmen,Bamboe Bouwen,Frisbee Golf,Slingertouw,Fiets Huren,Klootschieten,Langlaufen,GPS tocht met Samenwerkingsopdrachten,Samenwerkings carrousel,Rondvaarten,Indoor survival,Wolfslenk survival,Regge survival,Regge survival plus,Rietslenk survival,Jipkesbelt survival,Duvelskotte survival,Wilgenweard survival,Bivak survival,Adventure IQ Racing,Outdoorgaming Private Eye,Outdoorgaming Triviant,Outdoorgaming VoetbalChallenge,Outdoorgaming Sagenmoord;Sportlaan 6 7443 RA Nijverdal;http://www.wilgenweard.nl;0548-681338
Exito Events;Survival Touwbruggen Parcours,Klimmen op de Klimmuur,Tokkelen,Boogschieten,Luchtbuksschieten,Bungy Run,Enternet Klimmen,Quadrijden,Sumo Worstelen,High Tower,Jeu de Boules,Mountainbike Trail Parcours,Laser Kleiduifschieten,Kubus Building,Vlotvaren,Kanoen,Oldtimer Legertruck Portofoon Oriëntatie Tocht,GPS Navigatie Tocht,Fietstocht,Mobiele Duo Fietstocht,Foto- Fiets-herkenningstocht,Mountainbike eXperience Tocht,Looptocht met Kaart- en Kompas,Klootschieten,Klootschieten,Huifkartocht,Rit met Nostalgische Stoomtrein;Lage bergweg 10 7361 GT Beekbergen;http://www.outdoor-arrangementen.nl/;055-5051282
Joytime Vrijetijdsactiviteiten;Mini Survival,Boogschieten,De Hunt,Dropping,Fietstochten,Griezeltocht,Kanopolo,Klimmen,Kompasloop,Orientatieloop,Mountainbiken,Smokkelspel,Speurpuzzeltocht,Variathlon,Western Games;Oostereind 12 9444 XD Grolloo;http://www.joytime.nl;0592-501655
Klim & Bouldercentrum Utrecht;Sportklimmen,Boulderen;Vlampijpstraat 79 3534 AR Utrecht;http://www.klimmuur-utrecht.nl;030 246 71 81
Klim- en Outdoorcentrum Nijmegen;Klimmen,Kajakken,Vlotbouwen,Handboogschieten,Mountainbiken,GPS Tocht,Waterfietsen;van Rosenburgweg 52 6537 TM Nijmegen;http://www.klimcentrumnijmegen.nl;024-3443310
Klimcentrum Neoliet Eindhoven;Klimmen,Mountainbiken,Boogschieten,Boogschieten,Skien,Racketsports,Zeskamp;Vijfkamplaan 14 5624 EB Eindhoven;http://www.neoliet.nl;040 2482634
Klimcentrum Yellow Stone;Klimmen,Abseilen,Indoor Skien,Indoor Skydive,Handboogschieten,Kaart & Kompas tocht;Buijenstraat 16 4705 RD Roosendaal;http://www.yellow-stone.nl;0165-558426
Mountain Network Amsterdam;Klimmen,Op naar de top,Teamklimmen;Eric de Roodestraat 16 1056 AM Amsterdam;http://www.mountain-network.eu;088 123 68 01
Pentagon;Klimmen,Skiën,Nordic Walking,Kickbikes,Fitness,Squashen;Sikkelstraat 3 3319 LJ Dordrecht;http://www.pentagonsport.nl;078-6166964
Rock Steady;Klimmen,Boulderen,Skiën & Snowboarden,Mountainbiken;Zanderijweg 12-14 1403 XV Bussum;http://www.rocksteady.nl;035-6925000
Snowplanet;Skiën & Snowboarden,Snowbiken,Avalanche Rescue Game,Winterse Spelen,Kook workshop,Kook Battle,Cocktailworkshop,Boogschieten,Klimmen & Abseilen,Touwbrug bouwen,Vlot bouwen en varen,Kano polo,Teamwerk circuit,ATB,Kanovaren,Steptocht,Cruisertocht;Heuvelweg 6-8 1981 LV Velsen-Zuid;http://www.snowplanet.nl;0255-545848
